name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
adrien,video_noise-1,mediapipe,2.733262300491333,0.06666970252990723,0.03336691856384277,2.93440842628479,1.0,5,0.6666666666666666,25,ITS RAINING CATS AND DOGS,IS CREATED AS ADULTS
adrien,video_noise-1,mediapipe,2.599776268005371,0.03342008590698242,0.03326678276062012,2.067657709121704,1.0,5,0.6363636363636364,26,I EAT CHICKEN THIS MORNING,SHE IS SMOKING
adrien,video_noise-1,mediapipe,2.866640329360962,0.03335094451904297,0.033374786376953125,2.5344107151031494,1.1666666666666667,6,0.8076923076923077,31,EVERY CLOUD HAS A SILVER LINING,IF WE COUNT THE HOUSES EVERY NIGHT
adrien,video_noise-1,mediapipe,3.199824810028076,0.03334665298461914,0.06668424606323242,2.769655227661133,1.1428571428571428,7,0.8611111111111112,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,THIS HELPS TO SEE THE MYSTERY OF SCIENCE
adrien,video_noise-1,mediapipe,2.2996745109558105,0.033316850662231445,0.033350229263305664,2.103196144104004,1.0,5,0.7692307692307693,17,IT IS A SUNNY DAY,IT'S JUST THERE
adrien,video_noise-1,mediapipe,2.6665542125701904,0.03346657752990723,0.033350229263305664,2.300901412963867,1.0,6,0.7083333333333334,29,SLOW AND STEADY WINS THE RACE,BECAUSE HE WAS CORRECT
adrien,video_noise-1,mediapipe,4.1997010707855225,0.033452749252319336,0.06663393974304199,3.7361502647399902,1.0,11,0.7948717948717948,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,SO OF COURSE THERE ARE GODS WHO COULD NOT HAVE STABLE
adrien,video_noise-1,mediapipe,4.6664628982543945,0.03349733352661133,0.06652331352233887,3.801654815673828,0.9090909090909091,11,0.8484848484848485,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,THE PERSON IS NOT AS ROUGH OR AS THE PERSON
adrien,video_noise-1,mediapipe,2.2332258224487305,0.03334665298461914,0.03337812423706055,1.9341545104980469,1.0,4,0.9166666666666666,15,NO PAIN NO GAIN,TO BE TIRED
adrien,video_noise-1,mediapipe,2.466644287109375,0.033339738845825195,0.03338265419006348,2.100940227508545,1.4,5,1.0,26,MY BROTHER PLAY VIDEO GAME,BUT I PERSONALLY BELIEVE IN YOUR NAME
adrien,video_noise-1,mediapipe,3.5999248027801514,0.033498287200927734,0.06653332710266113,2.9380998611450195,1.0,6,0.5263157894736842,24,HIT THE NAIL ON THE HEAD,IS THERE IS THERE
adrien,video_noise-1,mediapipe,3.166642427444458,0.03346967697143555,0.06667923927307129,2.837575674057007,1.4,5,0.7777777777777778,31,ACTIONS SPEAK LOUDER THAN WORDS,AND I STARTED TO SPEAK ON WORDS LIKE WORDS
adrien,video_noise-1,mediapipe,2.499965190887451,0.033454179763793945,0.03321957588195801,2.2681190967559814,1.0,6,1.0,27,THE DEVIL IS IN THE DETAILS,IT'S DEFINITELY A CONSISTENT ATTACK
adrien,video_noise-1,mediapipe,2.2666261196136475,0.033471107482910156,0.03330111503601074,1.8342528343200684,1.0,3,0.8333333333333334,14,LIVE AND LEARN,EVERY NIGHT
adrien,video_noise-1,mediapipe,2.8665931224823,0.03342008590698242,0.06665754318237305,2.3342859745025635,1.5,4,0.7894736842105263,22,BETTER LATE THAN NEVER,BUT YOUR HEAD DOES NOT COVER
adrien,video_noise-1,mediapipe,3.433250904083252,0.033409833908081055,0.06663322448730469,2.839021682739258,0.5714285714285714,7,0.4642857142857143,34,GOOD THINGS COME TO THOSE WHO WAIT,THOSE THINGS COME TO GREAT
adrien,video_noise-1,mediapipe,4.133216381072998,0.033409833908081055,0.06660771369934082,3.601088523864746,1.125,8,0.9310344827586207,36,IT AINT OVER TILL THE FAT LADY SINGS,AND ALL THESE THINGS AFFECT A LOT OF SUCCESS
adrien,video_noise-1,mediapipe,2.8666739463806152,0.03344368934631348,0.03322792053222656,2.5676357746124268,1.0,7,0.9090909090909091,28,HES A CHIP OFF THE OLD BLOCK,TO KEEP THE WAVES ON MARS
