name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
adrien,0,mediapipe,2.69991636276245,0.066704750061035,0.033312320709229,2.03421068191528,0.2,5,0.047619047619048,25,ITS RAINING CATS AND DOGS,IT'S RAINING CATS AND DOGS
adrien,0,mediapipe,2.56666898727417,0.033357858657837,0.033392429351807,1.40083861351013,0.2,5,0.090909090909091,26,I EAT CHICKEN THIS MORNING,I ATE CHICKEN THIS MORNING
adrien,0,mediapipe,2.76641893386841,0.033420085906983,0.033275604248047,1.36757683753967,0.166666666666667,6,0.038461538461539,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOUD HAS SILVER LINING
adrien,0,mediapipe,3.13334631919861,0.03333592414856,0.033362627029419,1.8356945514679,0.571428571428571,7,0.138888888888889,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T COUNT YOUR CHICKEN BEFORE THE ARCH
adrien,0,mediapipe,2.29992151260376,0.033523797988892,0.033362627029419,1.33411502838135,0,5,0,17,IT IS A SUNNY DAY,IT IS A SUNNY DAY
adrien,0,mediapipe,2.63330721855164,0.027902126312256,0.038897275924683,1.40097403526306,0.166666666666667,6,0.041666666666667,29,SLOW AND STEADY WINS THE RACE,SLOW AND STEADY WIN THE RACE
adrien,0,mediapipe,4.19992852210999,0.033633232116699,0.066381692886353,2.20121145248413,0.090909090909091,11,0.076923076923077,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,DO UNTO OTHERS AS YOU WOULD AS THEM DO UNTO YOU
adrien,0,mediapipe,4.66662979125977,0.066725730895996,0.033351898193359,2.53442573547363,0.090909090909091,11,0.060606060606061,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,A BIRD IN THE END IS WORTH TWO IN THE BUSH
adrien,0,mediapipe,2.16666626930237,0.033308982849121,0.033503532409668,1.13425517082214,0,4,0,15,NO PAIN NO GAIN,NO PAIN NO GAIN
adrien,0,mediapipe,2.43315649032593,0.03335976600647,0.033456087112427,1.36743640899658,0,5,0,26,MY BROTHER PLAY VIDEO GAME,MY BROTHER PLAY VIDEO GAME
adrien,0,mediapipe,3.53313899040222,0.033350706100464,0.033402442932129,1.90111517906189,0.833333333333333,6,0.526315789473684,24,HIT THE NAIL ON THE HEAD,IT'S A NAIL AND THIRD
adrien,0,mediapipe,3.09721875190735,0.033431053161621,0.033418893814087,2.00121164321899,0,5,0,31,ACTIONS SPEAK LOUDER THAN WORDS,ACTIONS SPEAK LOUDER THAN WORDS
adrien,0,mediapipe,2.49994254112244,0.033443689346314,0.033470630645752,1.50369763374329,0,6,0,27,THE DEVIL IS IN THE DETAILS,THE DEVIL IS IN THE DETAILS
adrien,0,mediapipe,2.23319125175476,0.033327102661133,0.033376693725586,1.10121297836304,0,3,0,14,LIVE AND LEARN,LIVE AND LEARN
adrien,0,mediapipe,2.79998707771301,0.033383131027222,0.033409595489502,1.53427529335022,0.5,4,0.210526315789474,22,BETTER LATE THAN NEVER,BITS ARE LATE THAN NEVER
adrien,0,mediapipe,3.36653900146484,0.033344507217407,0.033362865447998,1.73430967330933,0.428571428571429,7,0.357142857142857,34,GOOD THINGS COME TO THOSE WHO WAIT,GOOD THINGS COME TO LOSE WEIGHT FOR
adrien,0,mediapipe,4.09992551803589,0.033345460891724,0.033414602279663,2.13444209098816,0.375,8,0.275862068965517,36,IT AINT OVER TILL THE FAT LADY SINGS,IT ENTERED TILL THE FIRST LADY SINGS
adrien,0,mediapipe,2.79986643791199,0.033351421356201,0.033353805541992,1.63472843170166,0.428571428571429,7,0.227272727272727,28,HES A CHIP OFF THE OLD BLOCK,HE'S THE CHIP OF THE OLD BLOCK
adrien,0,mediapipe,2.79972290992737,0.033417463302612,0.033271551132202,1.60093402862549,0.125,8,0.037037037037037,34,YOU CANT JUDGE A BOOK BY ITS COVER,YOU CAN JUDGE A BOOK BY ITS COVER
adrien,0,mediapipe,2.23333668708801,0.033316373825073,0.033361911773682,1.30090093612671,0,4,0,20,LOOK BEFORE YOU LEAP,LOOK BEFORE YOU LEAP
adrien,0,mediapipe,2.36648082733154,0.033421039581299,0.033233642578125,1.40131425857544,0.2,5,0.066666666666667,19,ITS A PIECE OF CAKE,IT'S A PIECE OF CAKE
adrien,0,mediapipe,2.73329877853394,0.033384561538696,0.033336639404297,1.60133504867554,0.333333333333333,3,0.4375,18,IGNORANCE IS BLISS,NEURONS IS BLISS
adrien,0,mediapipe,3.66663718223572,0.033373832702637,0.033397197723389,2.10085129737854,0.222222222222222,9,0.060606060606061,41,WELL CROSS THAT BRIDGE WHEN WE COME TO IT,WE'LL CROSS THAT RIDGE WHEN WE COME TO IT
adrien,0,mediapipe,3.26658535003662,0.033331155776978,0.066776275634766,1.83439874649048,0.833333333333333,6,0.37037037037037,32,TIME FLIES WHEN YOURE HAVING FUN,DAY IN PLACE WHEN YOU ARE HAVING FUN
adrien,0,mediapipe,2.26649761199951,0.033340454101563,0.033387660980225,1.40111470222473,0.8,5,0.529411764705882,21,THE COW EAT THE GRASS,ZACO INTO GRASS
adrien,0,mediapipe,2.76658844947815,0.033549785614014,0.033176898956299,1.40091824531555,0,6,0,25,HE HAS BIGGER FISH TO FRY,HE HAS BIGGER FISH TO FRY
adrien,0,mediapipe,2.46660947799683,0.066633939743042,0.033318519592285,1.43465852737427,0.4,5,0.263157894736842,23,I WORK WITH SMALL ROBOT,I WORK WITH MORE ROBOTS
adrien,0,mediapipe,3.73330998420715,0.033422946929932,0.033321619033814,2.4009861946106,0.3,10,0.127659574468085,56,THE ROBOT CANT MAKE AN OMELET WITHOUT BREAKING SOME EGGS,THE ROBOTS CAN MAKE AN OMELET WITHOUT WORKING SOME EGGS
adrien,0,mediapipe,2.93313002586365,0.03342604637146,0.0334632396698,1.66780591011047,0.142857142857143,7,0.043478260869565,29,YOUR GUESS IS AS GOOD AS MINE,YOUR GUESS IS A GOOD AS MINE
adrien,0,mediapipe,3.29989528656006,0.033329963684082,0.033366203308106,1.70089745521545,0.142857142857143,7,0.103448275862069,35,A PICTURE IS WORTH A THOUSAND WORDS,THE PICTURE IS WORTH A THOUSAND WORDS
chen,0,mediapipe,3.73326015472412,0.033452033996582,0.033465623855591,1.63405871391296,0.333333333333333,3,0.083333333333333,14,I AM EXHAUSTED,AM EXHAUSTED
chen,0,mediapipe,4.99956917762756,0.033469915390015,0.033302545547485,2.30091524124145,0.166666666666667,6,0.148148148148148,32,THE WEATHER IS GOOD AS YESTERDAY,THE WISER IS GOOD AS YESTERDAY
chen,0,mediapipe,5.29999375343323,0.066696405410767,0.03337025642395,2.56771039962769,0.2,5,0.047619047619048,25,ITS RAINING CATS AND DOGS,IT'S RAINING CATS AND DOGS
chen,0,mediapipe,4.86648988723755,0.033572435379028,0.033194780349732,2.1676812171936,0.2,5,0.173913043478261,27,DANIEL IS A GOOD SUPERVISOR,DANIEL IS A GOOD SURPRISER
chen,0,mediapipe,5.49991536140442,0.033432006835938,0.033275365829468,2.66769456863403,0.5,6,0.346153846153846,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOT HAS A SEWER LEAN
chen,0,mediapipe,4.86665916442871,0.033576726913452,0.033193111419678,2.46904397010803,0.142857142857143,7,0.027777777777778,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T COUNT YOUR CHICKENS BEFORE THEY HATCH
chen,0,mediapipe,3.23318958282471,0.03338360786438,0.038308620452881,1.66265726089478,0.666666666666667,6,0.416666666666667,29,SLOW AND STEADY WINS THE RACE,SOLO AND STUDY BRING THE RISK
chen,0,mediapipe,7.3664984703064,0.033409357070923,0.066678285598755,3.63431072235107,0.181818181818182,11,0.051282051282051,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,TO UNTO OTHERS AS YOU WOULD HAVE THEM TO UNTO YOU
chen,0,mediapipe,7.89995694160461,0.033434629440308,0.03325629234314,3.60107731819153,0.181818181818182,11,0.121212121212121,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,A BIRD IN THE HAND IS WORST TOOL IN THE BUSH
chen,0,mediapipe,3.83317422866821,0.033350944519043,0.037964582443237,1.76490044593811,0.25,4,0.083333333333333,15,NO PAIN NO GAIN,NO PAIN NO PAIN
chen,0,mediapipe,3.63317894935608,0.03339958190918,0.033375263214111,1.86763548851013,0.333333333333333,6,0.210526315789474,24,HIT THE NAIL ON THE HEAD,HETA'S NAIL ON THE HEAD
chen,0,mediapipe,5.59994888305664,0.033488512039185,0.066657781600952,2.3679666519165,0.25,4,0.08,28,THIS AN EXCELLENT EXPERIMENT,THIS IS AN EXCELLENT EXPERIMENT
chen,0,mediapipe,5.66657733917236,0.033539295196533,0.033238410949707,2.40105152130127,0.2,5,0.074074074074074,31,ACTIONS SPEAK LOUDER THAN WORDS,ACTIONS SPEAK LOUDER THAN WORSE
chen,0,mediapipe,4.09977769851685,0.033424377441406,0.033343315124512,1.96810007095337,0,6,0,27,THE DEVIL IS IN THE DETAILS,THE DEVIL IS IN THE DETAILS
chen,0,mediapipe,4.83325695991516,0.033590078353882,0.033213138580322,2.0675253868103,0.666666666666667,3,0.583333333333333,14,LIVE AND LEARN,BELIEVE AND ALLUR
chen,0,mediapipe,2.86659646034241,0.033389329910278,0.033323764801025,1.50100684165955,0.4,5,0.066666666666667,19,TODAY IS A LONG DAY,TODAY'S A LONG DAY
chen,0,mediapipe,4.13329172134399,0.033375263214111,0.03332781791687,1.80430102348328,0.25,4,0.052631578947369,22,BETTER LATE THAN NEVER,BETTER LATER THAN NEVER
chen,0,mediapipe,4.09974837303162,0.033501148223877,0.033448219299317,1.96744322776794,0,7,0,34,GOOD THINGS COME TO THOSE WHO WAIT,GOOD THINGS COME TO THOSE WHO WAIT
chen,0,mediapipe,5.33331871032715,0.033421277999878,0.033488750457764,2.83638763427734,0.5,8,0.310344827586207,36,IT AINT OVER TILL THE FAT LADY SINGS,IT AIN'T OVER TO THE FAT LATEST THINGS
chen,0,mediapipe,4.59990358352661,0.033438682556152,0.033324718475342,2.27051877975464,0.714285714285714,7,0.5,28,HES A CHIP OFF THE OLD BLOCK,HE'S A CHEAP HOUSER OUT BLOCK
chen,0,mediapipe,5.19999217987061,0.033336162567139,0.033376216888428,2.57106423377991,0.25,8,0.148148148148148,34,YOU CANT JUDGE A BOOK BY ITS COVER,YOU COME TO JUDGE A BOOK BY ITS COVER
chen,0,mediapipe,5.13309931755066,0.033342123031616,0.033315420150757,2.16766571998596,0,4,0,20,LOOK BEFORE YOU LEAP,LOOK BEFORE YOU LEAP
chen,0,mediapipe,4.69998002052307,0.033352136611939,0.03337025642395,2.26771330833435,0.2,5,0.066666666666667,19,ITS A PIECE OF CAKE,IT'S A PIECE OF CAKE
chen,0,mediapipe,4.06653213500977,0.033472061157227,0.033438682556152,1.83424949645996,0.333333333333333,3,0.25,18,IGNORANCE IS BLISS,IGNORANCE IS PLEASE
chen,0,mediapipe,6.333251953125,0.033380031585693,0.033299922943115,3.00106644630432,0.333333333333333,9,0.303030303030303,41,WELL CROSS THAT BRIDGE WHEN WE COME TO IT,THEY'LL CROSS THAT BRIDGE WHEN THEY COME TO EIGHT
chen,0,mediapipe,5.29987263679504,0.033540725708008,0.033218860626221,2.60107183456421,0.666666666666667,6,0.222222222222222,32,TIME FLIES WHEN YOURE HAVING FUN,TIME FLIES WHEN YOU ARE HIDING FROM
chen,0,mediapipe,3.79973220825195,0.033598184585571,0.033139705657959,1.73429918289185,0.166666666666667,6,0.05,25,HE HAS BIGGER FISH TO FRY,HE HAD BIGGER FISH TO FRY
chen,0,mediapipe,7.4665744304657,0.066734075546265,0.033501625061035,3.66890358924866,0.4,10,0.148936170212766,56,THE ROBOT CANT MAKE AN OMELET WITHOUT BREAKING SOME EGGS,THE JOB OUT CANNOT MAKE AN OMELET WITHOUT BRINGING SOME EGGS
chen,0,mediapipe,4.96661043167114,0.033923864364624,0.032810926437378,2.30121231079102,0.142857142857143,7,0.130434782608696,29,YOUR GUESS IS AS GOOD AS MINE,YOUR GAS IS AS GOOD AS MINE
chen,0,mediapipe,5.06643509864807,0.033425807952881,0.033270359039307,2.36980485916138,0,7,0,35,A PICTURE IS WORTH A THOUSAND WORDS,A PICTURE IS WORTH A THOUSAND WORDS
daniel,0,mediapipe,3.0332362651825,0.033346652984619,0.03355622291565,1.56728839874268,0.2,5,0.047619047619048,25,ITS RAINING CATS AND DOGS,IT'S RAINING CATS AND DOGS
daniel,0,mediapipe,3.76653242111206,0.033443927764893,0.06675934791565,1.9010009765625,0.142857142857143,7,0.029411764705882,40,SWISS CHESSE AND SWISS FRIENDS ARE GREAT,SWISS CHEESE AND SWISS FRIENDS ARE GREAT
daniel,0,mediapipe,2.86654615402222,0.028074502944946,0.038607597351074,1.46779227256775,0.333333333333333,6,0.192307692307692,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOWN HAS A SILVER LINEAR
daniel,0,mediapipe,3.23324489593506,0.06672477722168,0.066816329956055,1.77188920974731,0.142857142857143,7,0.027777777777778,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T COUNT YOUR CHICKENS BEFORE THEY HATCH
daniel,0,mediapipe,3.16652536392212,0.033332109451294,0.03340220451355,1.63427734375,0.166666666666667,6,0.083333333333333,29,SLOW AND STEADY WINS THE RACE,SLOW AND STEADY RINGS THE RACE
daniel,0,mediapipe,4.59999465942383,0.033361196517944,0.033397912979126,2.30234098434448,0.090909090909091,11,0.025641025641026,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,DO UNTO OTHERS AS YOU WOULD HAVE THEN DO UNTO YOU
daniel,0,mediapipe,3.53330755233765,0.033364057540894,0.033326864242554,1.80097198486328,0,11,0,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH
daniel,0,mediapipe,2.23324108123779,0.033605813980103,0.03316855430603,1.20334053039551,0,4,0,15,NO PAIN NO GAIN,NO PAIN NO GAIN
daniel,0,mediapipe,2.29990029335022,0.033396720886231,0.033363103866577,1.23429441452026,0,6,0,24,HIT THE NAIL ON THE HEAD,HIT THE NAIL ON THE HEAD
