name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
adrien,noise_gauss-1,mediapipe,2.766620635986328,0.06669926643371582,0.03333282470703125,3.0677969455718994,0.2,5,0.047619047619047616,25,ITS RAINING CATS AND DOGS,IT'S RAINING CATS AND DOGS
adrien,noise_gauss-1,mediapipe,2.5997562408447266,0.033364295959472656,0.03333902359008789,1.434326410293579,0.2,5,0.09090909090909091,26,I EAT CHICKEN THIS MORNING,I ATE CHICKEN THIS MORNING
adrien,noise_gauss-1,mediapipe,2.8665709495544434,0.03346657752990723,0.06659650802612305,1.600947618484497,0.3333333333333333,6,0.07692307692307693,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOUD AS SILVER LINING
adrien,noise_gauss-1,mediapipe,3.1999192237854004,0.033536434173583984,0.033489227294921875,1.8006291389465332,0.5714285714285714,7,0.1388888888888889,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T COUNT YOUR CHICKEN BEFORE THE ARCH
adrien,noise_gauss-1,mediapipe,2.2998745441436768,0.03339529037475586,0.03330731391906738,1.3009922504425049,0.2,5,0.23076923076923078,17,IT IS A SUNNY DAY,IT IS THE SUNNY DAY
adrien,noise_gauss-1,mediapipe,2.6665000915527344,0.03342700004577637,0.03327512741088867,1.5343856811523438,0.0,6,0.0,29,SLOW AND STEADY WINS THE RACE,SLOW AND STEADY WINS THE RACE
adrien,noise_gauss-1,mediapipe,4.1997458934783936,0.03333330154418945,0.0333712100982666,2.134279251098633,0.5454545454545454,11,0.23076923076923078,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,GO INTO OTHERS AS YOU WOULD THEN GO INTO YOU
adrien,noise_gauss-1,mediapipe,4.666523694992065,0.03332042694091797,0.03336477279663086,2.5012729167938232,0.2727272727272727,11,0.30303030303030304,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,THE BIRD IN THE END IS WORTH TWO IN THE THIRD
adrien,noise_gauss-1,mediapipe,2.233231782913208,0.03342723846435547,0.033295631408691406,1.1342861652374268,0.5,4,0.4166666666666667,15,NO PAIN NO GAIN,NO PLAYING NO GAME
adrien,noise_gauss-1,mediapipe,2.4666311740875244,0.03336596488952637,0.033368825912475586,1.5678541660308838,0.4,5,0.3181818181818182,26,MY BROTHER PLAY VIDEO GAME,MY BROTHER PLAYED LITTLE GAME
