name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
alfonso,0,mediapipe,18.56661605834961,0.06667828559875488,0.16681933403015137,21.767414808273315,36.0,1,14.416666666666666,12,ALFONSO-US-2,THE FIRST ONE LIBERTY REPRESENTS THE LIBERTY AND IT'S AN IMPORTANT SYMBOL IN THE UNITED STATES AND IS AN OFFER BY THE FRENCH GOVERNMENT AND THE SECOND THE EAGLE THAT REPRESENTS DIFFERENT THINGS RETAIN THEIR LONGEVITY
alice,0,mediapipe,20.666663885116577,0.03335905075073242,0.06665396690368652,21.302117824554443,26.0,1,6.866666666666666,15,ALICE-ANGLAIS-2,CONFUSED ABOUT WHAT YOU SAID BASICALLY IT'S FROM THE HOUSE OF SANCTION FAMILY WHO BUILT A DYNASTY AND THE RED ROSE WAS THE SYMBOL OF THIS
anna,0,mediapipe,31.466644048690796,0.03333139419555664,0.10013055801391602,37.3380925655365,53.0,1,26.555555555555557,9,ANNA-US-2,SO THE STATUE OF LIBERTY REPRESENTS SO THE PEOPLE CROSSED THE ATLANTIC TO NEW YORK AND SOUGHT FOR A NEW PLACE AND THE STATUE REPRESENT WAS GIVEN BY FRIENDS TO THE UNITED STATES FOR THE HUNDREDTH ANNIVERSARY OF THIS FINDING AND THE VAUDECO IS A SYMBOL OF THE UNITED STATES THAT REPRESENTS LONGEVITY
blandine,0,mediapipe,13.899885177612305,0.03336024284362793,0.06665205955505371,12.934530973434448,17.0,1,5.615384615384615,13,BLANDINE-US-1,IT'S IT HAS THIRTEEN HORIZONTAL STRIPES RED AND WHITE AND A BLUE RECTANGLE WITH FIFTY STARS RIGHT
dorian,0,mediapipe,6.866668462753296,0.03333330154418945,0.06676530838012695,6.334551572799683,8.0,1,3.0,11,DORIAN-US-1,THERE ARE FIFTY UH STARS AND THIRTEEN STRIPES
elodie,0,mediapipe,39.59917712211609,0.03334498405456543,0.1000216007232666,50.9354829788208,73.0,1,26.818181818181817,11,ELODIE-US-2,IF THE QUESTION IS WHY BECAUSE I'M NOT SURE TO GET THE QUESTION ERR THE STATUE OF LIBERTY IS THE SYMBOL OF ACTUALLY LIBERTY AND ERR BECAUSE IT WAS GIVEN FROM FROM FRIENDS TO THE UNITED STATES TO UH CELEBRATE THE HUNDREDTH CENTURY UH YES THE FIRST CENTURY OR HUNDRED YEARS OF THE INDEPENDENCE OF THE UNITED STATES AND IT'S UH HUBBLO IT SO I'M NOT ABLE TO ANSWER IT SO I REALLY
jeannette,0,mediapipe,34.76638150215149,0.033373355865478516,0.09999656677246094,38.60115146636963,49.0,1,10.631578947368421,19,JEANNETTE-ANGLAIS-1,IT'S A RED CROSS WITH A WHITE BACKGROUND AND IT'S IT'S CALLED SIN GEORGE WHO IS WHO'S SAID TO BE MEN WHO SAVED THE PRINCESS FROM A DRAGON REPRESENTING COURAGE AND IN THE THIRTEENTH CENTURY THESE FLAG WAS USED BY THE SOLDIERS TO TESTIFY THEIR LIGHTY TO THEIR COUNTRY
joanne,0,mediapipe,19.866664171218872,0.033341169357299805,0.10028505325317383,19.10163116455078,24.0,1,6.818181818181818,11,JOANNE-US-1,OK SO THE AMERICAN FLAG HAS HAS FIFTY STARS AND IN A CORNER IT HAS RED AND WHITE I DON'T KNOW HOW TO SAY
jocelyne,0,mediapipe,12.69973373413086,0.03336954116821289,0.06689167022705078,12.968604803085327,36.0,1,7.388888888888889,18,JOCELYNE-ANGLAIS-1,IT HAS SOMETHING TO DO WITH ST GEORGE BUT I MUST TELL YOU THAT YOUR ACCENT IS NOT SO EASY TO UNDERSTAND AND THE DRAGON THE FIDELTY I DON'T KNOW WHAT THE COURAGE SOMETHING LIKE THAT
julia,0,mediapipe,13.933229684829712,0.033338308334350586,0.06669235229492188,13.767563581466675,18.0,1,4.533333333333333,15,JULIA-ANGLAIS-1,THE AMERICAN FLIGHT IS MADE OF FIFTY FIFTY ONE STARS I THINK ON A BACKGROUND OF WHITE STRIPES
