name,noise,preprocessing,recording,transfering,video_building,Inference,wer,nb word,cer,nb character,groundtruth,prediction
adrien,video_noise-1,mediapipe,2.7330825328826904,0.06678366661071777,0.0333709716796875,2.867408037185669,0.2,5,0.047619047619047616,25,ITS RAINING CATS AND DOGS,IT'S RAINING CATS AND DOGS
adrien,video_noise-1,mediapipe,2.599992513656616,0.03331470489501953,0.03342700004577637,2.035621404647827,0.2,5,0.09090909090909091,26,I EAT CHICKEN THIS MORNING,I ATE CHICKEN THIS MORNING
adrien,video_noise-1,mediapipe,2.8665354251861572,0.03339195251464844,0.06660962104797363,2.3344693183898926,0.16666666666666666,6,0.038461538461538464,31,EVERY CLOUD HAS A SILVER LINING,EVERY CLOUD HAS SILVER LINING
adrien,video_noise-1,mediapipe,3.200012445449829,0.03329873085021973,0.03334665298461914,2.601130962371826,0.5714285714285714,7,0.1388888888888889,42,DONT COUNT YOUR CHICKENS BEFORE THEY HATCH,DON'T COUNT YOUR CHICKEN BEFORE THE ARCH
adrien,video_noise-1,mediapipe,2.2999188899993896,0.03355598449707031,0.06646084785461426,1.9009971618652344,0.0,5,0.0,17,IT IS A SUNNY DAY,IT IS A SUNNY DAY
adrien,video_noise-1,mediapipe,2.6664977073669434,0.03342413902282715,0.06665849685668945,2.1711838245391846,0.16666666666666666,6,0.125,29,SLOW AND STEADY WINS THE RACE,SLOW AND STEADY WINS A RACE
adrien,video_noise-1,mediapipe,4.199934482574463,0.0333552360534668,0.03339552879333496,3.367664337158203,0.09090909090909091,11,0.07692307692307693,49,DO UNTO OTHERS AS YOU WOULD HAVE THEM DO UNTO YOU,DO UNTO OTHERS AS YOU WOULD AS THEM DO UNTO YOU
adrien,video_noise-1,mediapipe,4.666676759719849,0.033457279205322266,0.06662178039550781,3.6697280406951904,0.09090909090909091,11,0.06060606060606061,43,A BIRD IN THE HAND IS WORTH TWO IN THE BUSH,A BIRD IN THE END IS WORTH TWO IN THE BUSH
adrien,video_noise-1,mediapipe,2.233261823654175,0.03349590301513672,0.06662988662719727,1.8675925731658936,0.0,4,0.0,15,NO PAIN NO GAIN,NO PAIN NO GAIN
adrien,video_noise-1,mediapipe,2.466557741165161,0.033341169357299805,0.03332781791687012,1.968923807144165,0.0,5,0.0,26,MY BROTHER PLAY VIDEO GAME,MY BROTHER PLAY VIDEO GAME
